AI Đào Tạo Nhận Thức An Ninh Cá Nhân Hóa & Mô Phỏng Phishing	Security — Security Awareness	LLM + Personalization	Đào tạo an ninh cho nhân viên hiện là video một chiều xem cho có, ai cũng học cùng nội dung bất kể vai trò hay điểm yếu — kết quả là tỷ lệ click phishing không giảm. Bài toán: AI sinh nội dung đào tạo cá nhân hóa theo vai trò và mức rủi ro từng nhân viên, tạo mô phỏng phishing thực tế theo ngữ cảnh VN (giả mạo ngân hàng, nội bộ, đối tác), phân tích ai dễ mắc lỗi gì để nhắm đào tạo đúng điểm yếu, và đo lường cải thiện theo thời gian. Biến đào tạo từ thủ tục thành thay đổi hành vi thực sự. Lưu ý đạo đức: mô phỏng chỉ phục vụ huấn luyện nội bộ có sự đồng thuận của tổ chức.	OpenAI/Claude, phishing simulation framework, LMS integration, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Giám Sát Rò Rỉ Dữ Liệu & Thông Tin Đăng Nhập Trên Web/Dark Web	Security — Data Leak Monitoring	LLM + Monitoring	Thông tin đăng nhập của nhân viên hoặc dữ liệu khách hàng tổ chức bị rao bán trên các diễn đàn rò rỉ mà đội bảo mật không biết cho đến khi bị tấn công bằng chính credential đó. Bài toán: AI giám sát các nguồn công khai về rò rỉ dữ liệu (paste site, kho leak public, diễn đàn), phát hiện email/domain/thương hiệu tổ chức xuất hiện trong các vụ rò rỉ, đánh giá mức độ nghiêm trọng và độ mới, cảnh báo sớm để buộc đổi mật khẩu/khóa tài khoản, và theo dõi mức phơi nhiễm theo thời gian. Lưu ý đạo đức: chỉ truy cập nguồn hợp pháp, không hướng dẫn truy cập nội dung phi pháp.	OpenAI/Claude, breach data API (HaveIBeenPwned-like), monitoring, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Phân Tích Lưu Lượng Mạng & Phát Hiện C2/Exfiltration	Security — Network Detection	ML + LLM	Mã độc sau khi xâm nhập sẽ 'gọi về' máy chủ điều khiển (C2) và tuồn dữ liệu ra ngoài — các kết nối này lẫn trong hàng triệu luồng mạng hợp lệ và khó phát hiện bằng luật cứng. Bài toán: AI phân tích metadata lưu lượng mạng (NetFlow/Zeek log), phát hiện pattern đáng ngờ (beaconing đều đặn ra IP lạ, DNS tunneling, khối lượng tải lên bất thường), chấm điểm rủi ro và diễn giải vì sao một luồng đáng ngờ bằng ngôn ngữ analyst hiểu, gom các kết nối liên quan thành một câu chuyện tấn công, và ưu tiên điều tra. Tập trung metadata để bảo vệ quyền riêng tư nội dung.	OpenAI/Claude diễn giải, ML anomaly, Zeek/NetFlow ingestion, FastAPI, dashboard	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Quản Lý & Truy Vấn Chính Sách Bảo Mật Nội Bộ Bằng Ngôn Ngữ Tự Nhiên	Security — Policy Management	RAG + LLM	Tổ chức có hàng chục tài liệu chính sách an ninh (mật khẩu, truy cập, xử lý dữ liệu, BYOD) nhưng nhân viên không đọc và đội bảo mật mất thời gian trả lời lặp lại 'theo chính sách thì tôi được/không được làm X'. Bài toán: AI trợ lý trả lời câu hỏi về chính sách bảo mật dựa trên tài liệu nội bộ, trích dẫn chính xác điều khoản liên quan, từ chối khi câu hỏi ngoài phạm vi và chuyển cho con người, phát hiện mâu thuẫn giữa các tài liệu chính sách, và đề xuất cập nhật khi có quy định mới (như Nghị định bảo vệ dữ liệu cá nhân VN). Giảm tải đội bảo mật và tăng tuân thủ.	OpenAI/Claude, RAG policy docs, citation, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Hỗ Trợ Đánh Giá Bảo Mật Mã Nguồn (SAST Assistant)	Security — Application Security	LLM + Code Analysis	Công cụ quét mã tĩnh (SAST) báo hàng trăm cảnh báo lỗ hổng, nhiều cái là false positive, và developer không hiểu vì sao một đoạn code lại rủi ro nên bỏ qua hoặc sửa sai. Bài toán: AI đọc kết quả SAST cùng đoạn code liên quan, phân loại cảnh báo thật/giả với giải thích, mô tả lỗ hổng bằng ngôn ngữ developer hiểu (vì sao nguy hiểm, kịch bản khai thác), đề xuất bản vá cụ thể đúng ngữ cảnh code, và ưu tiên theo rủi ro thực. Lưu ý đạo đức: chỉ phục vụ phòng thủ, mô tả lỗ hổng để vá chứ không cung cấp công cụ khai thác.	OpenAI/Claude, SAST tool integration (Semgrep), tree-sitter, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Tạo Báo Cáo Tuân Thủ & Bằng Chứng Audit An Ninh Tự Động	Security — Compliance Reporting	RAG + LLM	Mỗi kỳ audit bảo mật (ISO 27001, SOC 2, PCI-DSS), đội GRC mất hàng tuần thu thập bằng chứng từ nhiều hệ thống, ánh xạ vào yêu cầu kiểm soát, và viết báo cáo — công việc lặp lại mỗi kỳ và dễ sót. Bài toán: AI ánh xạ các kiểm soát kỹ thuật hiện có vào yêu cầu của khung tuân thủ, tự động thu thập và tổ chức bằng chứng (log cấu hình, kết quả quét, chính sách), phát hiện khoảng trống tuân thủ cần khắc phục, và sinh bản nháp báo cáo audit có cấu trúc. Biến công việc giấy tờ thành quy trình liên tục thay vì chạy nước rút mỗi kỳ.	OpenAI/Claude, RAG compliance framework, evidence collection API, python-docx, FastAPI	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Đánh Giá Bề Mặt Tấn Công Từ Bên Ngoài (Attack Surface Management)	Security — ASM	LLM + Recon	Tổ chức không biết hết những gì mình đang phơi ra internet — subdomain bị quên, cổng mở không cần thiết, dịch vụ cũ chưa vá — và kẻ tấn công thì lập bản đồ này trước. Bài toán: AI liên tục khám phá tài sản số hướng internet của tổ chức từ nguồn công khai (DNS, chứng chỉ, dữ liệu công khai), phát hiện dịch vụ phơi nhiễm rủi ro (panel quản trị lộ, phần mềm lỗi thời, cấu hình sai), đánh giá mức nguy hiểm và diễn giải, ưu tiên xử lý, và theo dõi thay đổi bề mặt tấn công theo thời gian. Lưu ý đạo đức: chỉ trinh sát thụ động trên tài sản của chính tổ chức, không tấn công.	OpenAI/Claude, OSINT/DNS recon, certificate transparency, FastAPI, dashboard	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Phân Tích & Tương Quan Log Đa Nguồn Cho Điều Tra Số (Forensics)	Security — Digital Forensics	LLM + Correlation	Khi điều tra một vụ xâm nhập, chuyên gia forensics phải ghép log từ endpoint, server, mạng, cloud — mỗi cái định dạng và timezone khác nhau — để dựng lại chuyện gì đã xảy ra, một quá trình thủ công kéo dài nhiều ngày. Bài toán: AI chuẩn hóa và tương quan log đa nguồn theo dòng thời gian thống nhất, dựng lại chuỗi sự kiện của cuộc tấn công, làm nổi bật các hành động đáng ngờ và mối liên hệ giữa chúng, sinh narrative điều tra dễ hiểu cho cả kỹ thuật và pháp lý, và xuất bằng chứng có cấu trúc. Rút ngắn thời gian từ 'có sự cố' đến 'hiểu toàn cảnh'.	OpenAI/Claude, log normalization, timeline correlation, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Trợ Lý SOC Tier-1 — Chatbot Hỏi-Đáp Cảnh Báo & Hướng Dẫn Xử Lý	Security — SOC Assistant	RAG + LLM	Analyst tier-1 mới vào, gặp một loại cảnh báo lạ là phải hỏi senior hoặc tra runbook rải rác — thời gian phản ứng chậm và senior bị gián đoạn liên tục bởi câu hỏi lặp. Bài toán: AI trợ lý hiểu ngữ cảnh cảnh báo, giải thích cảnh báo này nghĩa là gì và mức độ nghiêm trọng, hướng dẫn từng bước điều tra dựa trên runbook tổ chức, gợi ý truy vấn để xác minh, biết khi nào cần leo thang lên tier-2 và đóng gói thông tin bàn giao, và ghi nhận câu hỏi chưa trả lời được để bổ sung tri thức. Tăng tốc đào tạo analyst mới và giảm gián đoạn cho senior.	OpenAI/Claude, RAG runbook + threat intel, SIEM context API, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Săn Lỗ Hổng Cấu Hình Cloud (CSPM) & Diễn Giải Rủi Ro	Security — Cloud Security	LLM + Analytics	Hạ tầng cloud (AWS/GCP/Azure) có hàng nghìn cấu hình, một S3 bucket để public hay một security group mở 0.0.0.0/0 là đủ gây rò rỉ — nhưng đội vận hành không theo kịp tốc độ thay đổi và công cụ CSPM phun ra quá nhiều finding. Bài toán: AI phân tích cấu hình cloud, phát hiện sai cấu hình rủi ro (lưu trữ public, quyền IAM quá rộng, mã hóa thiếu, logging tắt), giải thích kịch bản tấn công cụ thể cho mỗi finding, ưu tiên theo mức phơi nhiễm và độ nhạy dữ liệu, sinh hướng dẫn khắc phục (kèm IaC nếu có), và theo dõi tư thế bảo mật cloud theo thời gian.	OpenAI/Claude, cloud API (AWS/GCP/Azure), CSPM rules, FastAPI, dashboard	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Phát Hiện Lừa Đảo & Gian Lận Giao Dịch Cho Hệ Sinh Thái Số	Security — Fraud Detection	ML + LLM	Các nền tảng số trong một hệ sinh thái lớn (ví, mua sắm, đặt xe) đối mặt với gian lận: tài khoản giả, chiếm đoạt tài khoản, giao dịch bất thường, lạm dụng khuyến mãi — luật cứng dễ bị lách và bỏ sót mẫu gian lận mới. Bài toán: AI phân tích hành vi giao dịch và phiên người dùng, phát hiện pattern gian lận (tốc độ bất thường, thiết bị/vị trí bất thường, mạng lưới tài khoản liên kết), chấm điểm rủi ro real-time, diễn giải vì sao một giao dịch bị gắn cờ (để đội risk ra quyết định), và thích nghi với mẫu gian lận mới. Cân bằng giữa chặn gian lận và không làm phiền khách thật.	OpenAI/Claude diễn giải, ML (graph + gradient boosting), real-time scoring, FastAPI, dashboard	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Trợ Lý Red Team — Lập Kế Hoạch Kiểm Thử & Báo Cáo Phòng Thủ	Security — Offensive Security (Defensive Use)	LLM + RAG	Đội red team/pentest nội bộ tốn nhiều thời gian lập kế hoạch kiểm thử theo phạm vi được duyệt, ghi chép phát hiện, và viết báo cáo với khuyến nghị khắc phục — phần viết lách lấn át thời gian kiểm thử thực. Bài toán: AI hỗ trợ lập kế hoạch kiểm thử có cấu trúc theo phạm vi và mục tiêu được tổ chức phê duyệt (ánh xạ MITRE ATT&CK), tổ chức ghi chép phát hiện trong quá trình, sinh báo cáo pentest chuyên nghiệp với mô tả rủi ro và khuyến nghị vá lỗi ưu tiên. Lưu ý đạo đức: chỉ hỗ trợ kiểm thử có ủy quyền hợp pháp, không sinh mã khai thác hay hướng dẫn tấn công thực tế ngoài phạm vi phòng thủ.	OpenAI/Claude, RAG MITRE/OWASP, python-docx, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Giám Sát Tuân Thủ Nghị Định Bảo Vệ Dữ Liệu Cá Nhân VN (PDPD)	Security — Data Privacy Compliance	RAG + LLM	Nghị định 13/2023 về bảo vệ dữ liệu cá nhân buộc doanh nghiệp VN phải kiểm soát thu thập, lưu trữ, chia sẻ dữ liệu cá nhân — nhưng nhiều tổ chức không biết mình đang vi phạm ở đâu vì không có bản đồ luồng dữ liệu. Bài toán: AI giúp lập bản đồ luồng dữ liệu cá nhân trong tổ chức, đối chiếu thực tế xử lý dữ liệu với yêu cầu của Nghị định, phát hiện điểm chưa tuân thủ (thiếu sự đồng ý, lưu trữ quá hạn, chia sẻ trái phép), sinh hồ sơ đánh giá tác động và tài liệu tuân thủ cần thiết, và cảnh báo khi có thay đổi quy định. Biến yêu cầu pháp lý mơ hồ thành checklist hành động.	OpenAI/Claude, RAG Nghị định 13/2023, data mapping, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Phát Hiện Deepfake & Nội Dung Giả Mạo Trong Xác Thực	Security — Deepfake Detection	Vision/Audio + LLM	Quy trình eKYC và xác thực bằng khuôn mặt/giọng nói đối mặt với mối đe dọa mới: deepfake và giọng nói tổng hợp dùng để vượt xác thực và lừa đảo. Bài toán: AI phân tích hình ảnh/video/âm thanh trong luồng xác thực để phát hiện dấu hiệu giả mạo (bất thường ánh sáng, chuyển động không tự nhiên, artifact tổng hợp, dấu hiệu phát lại), chấm điểm độ tin cậy là người thật, diễn giải dấu hiệu nghi ngờ cho đội risk, và cảnh báo các vụ tấn công mạo danh. Lưu ý đạo đức: chỉ phục vụ phòng chống lừa đảo, xử lý dữ liệu sinh trắc tuân thủ quyền riêng tư.	Vision/audio model, deepfake detection, OpenAI/Claude diễn giải, FastAPI, dashboard	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
AI Tổng Hợp & Cảnh Báo An Ninh Cho Lãnh Đạo (Executive Security Brief)	Security — Executive Reporting	LLM + Analytics	Lãnh đạo cần hiểu tư thế an ninh của tổ chức để ra quyết định đầu tư nhưng nhận về toàn báo cáo kỹ thuật đầy thuật ngữ không thể tiêu hóa, dẫn đến đầu tư an ninh dựa trên cảm tính hoặc sau khi đã bị tấn công. Bài toán: AI tổng hợp dữ liệu từ các hệ thống bảo mật thành bản tin ngắn gọn cho lãnh đạo: rủi ro lớn nhất hiện tại, xu hướng theo thời gian, so sánh với chuẩn ngành, và khuyến nghị đầu tư ưu tiên — tất cả bằng ngôn ngữ kinh doanh kèm liên hệ tác động tài chính/uy tín. Biến dữ liệu kỹ thuật thành insight ra quyết định cho cấp lãnh đạo.	OpenAI/Claude, data aggregation, BI visualization, FastAPI, Next.js	2	Yêu cầu tối thiểu: sản phẩm web/app hoàn chỉnh — deployed online (có URL truy cập), đăng nhập & phân quyền cơ bản, giao diện UI/UX hoàn chỉnh, quản lý user. Không chấp nhận: demo notebook, script CLI, prototype chỉ chạy localhost.
